vin,nom,ville,etat
5N1CR2MM2EC046880,Philipa Jepps,San Antonio,Texas
WBAWV53518P109891,Walliw Bulled,Albany,New York
1GKUCHE01AR048138,Patrizius Dello,Denton,Texas
WAUGU54D51N241339,Maritsa Chadwin,Jamaica,New York
5UXKR6C50F0288649,Hollis Knibb,Columbia,South Carolina
JTEBU4BFXDK872570,Jaime Boulter,Dayton,Ohio
JN1CV6FEXBM789230,Basilius Andrysiak,Naples,Florida
SCFAD01A05G062935,Drew Bigham,Pittsburgh,Pennsylvania
3FAHP0GA6AR202958,Griffin Hurford,Asheville,North Carolina
SCBLF34F26C239359,Amy Ricards,Oklahoma City,Oklahoma
WAULT58E94A680267,Barnaby Cossans,El Paso,Texas
1G6DH8E53C0391889,Johann Mealand,Chicago,Illinois
JTHFN2EY4A9695939,Cazzie Muddiman,Washington,District of Columbia
WBSKG9C5XDJ504208,Michaela Cockland,Gaithersburg,Maryland
WAUGFAFC0DN904831,Fianna McGuffie,Philadelphia,Pennsylvania
1G4GE5G37EF797375,Bailie Cockerell,Huntsville,Alabama
5N1AT2ML7EC024406,Jeremy Hazle,Kansas City,Kansas
WUARL48H05K784212,Morlee Catlow,Wilmington,Delaware
SCFFDAAE9BG899435,Diarmid Angier,Dallas,Texas
19XFA1E34BE639332,Conrad de Keep,Minneapolis,Minnesota
KM8JT3AF6FU422562,Jeth Heugh,Saint Cloud,Minnesota
1GYFK56229R960577,Pierce Hinstridge,Fort Lauderdale,Florida
WDDEJ9EB0EA502614,Nathalie Izzett,Minneapolis,Minnesota
1FMJK1JT4FE526245,Hyacinth Ivimy,Pomona,California
5LMCJ1A99FU552703,Alana Pullin,Newark,Delaware
WBA3D3C57FK290614,Orbadiah Genge,Charlotte,North Carolina
1G6AU5S84E0165567,Mitchael Gever,Phoenix,Arizona
WVGAV3AX7DW768026,Ron O'Leary,Erie,Pennsylvania
19UUA8F36DA955935,Juliette Village,San Jose,California
1GYS4UKJ4FR424564,Sutton Brambill,Washington,District of Columbia
WDDHH8HBXBA599606,Orazio McKim,Norfolk,Virginia
WUARL48H27K579106,Anthony Germon,Nashville,Tennessee
WA1EY94L49D566069,Veronike Doorbar,Saint Louis,Missouri
TRUTC28N831304343,Margarita Renac,Shawnee Mission,Kansas
WBAHN03557D674320,Zaccaria Tollit,Saint Louis,Missouri
WAUSGAFB5AN307779,Charis Soppitt,El Paso,Texas
WAU4FAFL1BA849202,Lin Gapper,Chicago,Illinois
WAULD64BX3N032409,Lorne Hanham,Naples,Florida
WAUWFAFR5CA980230,Emlynn Hould,Baton Rouge,Louisiana
3GTU1YEJ3BG608642,Lorne Bramhall,Washington,District of Columbia
1G6DZ67AX80626467,Sheelah Philippet,Hartford,Connecticut
2T1BURHE1EC459892,Breanne Read,Oakland,California
WUAUUAFG9EN785728,Erda Creber,Tulsa,Oklahoma
JM3TB2BV3E0453801,Quint Hurler,Green Bay,Wisconsin
3GYVKMEF6AG177552,Gertrudis Mongeot,Lima,Ohio
WBADR63411G450285,Ardenia Chatelet,Virginia Beach,Virginia
1VWAH7A36EC084519,Harp Stearne,Washington,District of Columbia
2C3CDXEJ9FH451674,Urban Haversham,Spokane,Washington
SCBLC43FX5C518539,Bondy Bigham,Milwaukee,Wisconsin
WBA3B3G59DN158126,Lark Hewkin,Scottsdale,Arizona
1G6KY549X1U728431,Isiahi Westwell,Newark,New Jersey
1N6AA0CA8FN423665,Judah Le Fleming,Las Vegas,Nevada
WAUAH74F66N767784,Dorthea Minster,Fresno,California
WAUDGBFL8DA939162,Denny Hucke,Wichita,Kansas
JN1AZ4EH8DM482007,Miguel Pittock,Detroit,Michigan
KNADH4A39B6043873,Christy Pelling,El Paso,Texas
2HNYD28468H903913,Samaria Ulyat,Tampa,Florida
1FTEW1CM3EK442532,Sinclair Panting,San Antonio,Texas
JTDKDTB38D1076927,Vanny Joseff,Dearborn,Michigan
WVWAA7AJ9CW414543,Demetri Dobbings,San Jose,California
WBA3A5G53CN292899,Normy Maile,Fort Lauderdale,Florida
KL4CJDSB4EB794359,Tansy Berard,San Francisco,California
2C3CCAPG4DH073228,Amory Golley,Fayetteville,North Carolina
19VDE1F55EE725239,Berenice Antalffy,Provo,Utah
5N1AN0NW3EN984009,Tremaine Lindeman,Saint Louis,Missouri
1GYS3SKJ0FR300959,Bronnie le Keux,New Orleans,Louisiana
3C6TD5FT0CG684734,Thorstein Dollen,Staten Island,New York
1GYFC13219R206225,Isacco Sawyers,Indianapolis,Indiana
5NPEB4AC7DH545802,Dierdre Sturley,Seattle,Washington
WAUPL58E44A047905,Kienan Rubinov,Salt Lake City,Utah
3VWF17AT1FM238225,Cristine Sacaze,San Diego,California
KMHFH4JG1EA266369,Rutger Popple,Danbury,Connecticut
WAUGL98E95A382151,Shaylynn Shorto,Fort Lauderdale,Florida
WBASN4C58CC807231,Robert Drydale,Tuscaloosa,Alabama
2G4WS52J351738308,Tadeo Wing,Newark,Delaware
JM1NC2LF1F0334863,Alfred Kirkham,Los Angeles,California
1J4RR4GGXBC395209,Stanfield Schulze,Des Moines,Iowa
5N1AA0NC0CN671904,Had Flinders,Shreveport,Louisiana
1G6AB5SX5E0322875,Delcina Ashe,Washington,District of Columbia
WBAHL03596D941141,Fawn Dudenie,Gatesville,Texas
5TDDK3DC6BS378552,Elwyn Blann,Roanoke,Virginia
WDDGF4HB7DA969049,Stearne Inchbald,Albany,New York
WAUBF98E87A300284,Elnora Akenhead,Sacramento,California
KL4CJASB5DB933234,Gerhardt Iacovuzzi,New York City,New York
JH4KA96554C265092,Monte Hradsky,Orlando,Florida
1N6AA0EC5EN567994,Melissa Fairbourn,Dallas,Texas
WAUGFAFR3AA972791,Milo Emm,Johnson City,Tennessee
1N6AD0CU3BC301979,Linell Goulthorp,Kansas City,Kansas
JHMZF1C69ES266347,Fania Buxy,Youngstown,Ohio
JN1AZ4EH5AM470070,Brew Houchen,Huntington,West Virginia
WAUJT54B63N402078,Luca Rue,Lincoln,Nebraska
KNADH5A38B6959028,Jimmie Hessentaler,Youngstown,Ohio
1FTWF3C5XAE119578,Lotte Beswell,Lansing,Michigan
SCBBR93W99C345559,Faber Aberdein,Aurora,Illinois
WBA4A9C53FD416794,Wynny Ilden,Scottsdale,Arizona
2G4WS52J221432101,Katherina Ficken,Los Angeles,California
2HNYD186X6H669087,Kalila Dumberell,Rockville,Maryland
WAUEH98E48A769364,Tades Kilgallon,Fresno,California
WAUMFBFL9BN692372,Lexis McGlaughn,Pensacola,Florida
SCFAD05DX9G585597,Marrissa Jacklings,Raleigh,North Carolina
1GYS4TKJ1FR080637,Gertrude Greensite,Amarillo,Texas
WBABW33424P608507,Donni Di Domenico,Amarillo,Texas
1FTSW2B5XAE001556,Raine Woodstock,Austin,Texas
WAUGFAFR1BA423950,Naoma Doy,Decatur,Illinois
WP0AB2A97AS010053,Mavra Rodders,Scranton,Pennsylvania
SCFFDABMXEG622805,Maryjo Chessor,Alhambra,California
WP0CB2A82FK453038,Erl Manning,Northridge,California
JTHBP5C21E5504077,Carlie Hugo,Houston,Texas
1G6DL8E37C0301012,Fanni Price,Louisville,Kentucky
1FT7W2A67EE821132,Donnamarie Himsworth,Oakland,California
WBAFZ9C50CC572939,Marleen Klazenga,Montgomery,Alabama
WAUUL98E06A221918,Carmen Nottram,Bakersfield,California
5LMJJ2H54EE327372,Elene Newbatt,Frankfort,Kentucky
JN8AS5MT5DW873668,Theodor Joskowicz,Chicago,Illinois
WVWED7AJ6CW623554,Livvy Fotherby,Lansing,Michigan
WAUVFAFH4BN363055,Ephrayim Farnes,Dallas,Texas
VNKJTUD3XFA686503,Cherish Barkley,Tacoma,Washington
JTHBP5C20B5573175,Edgard Stalman,Los Angeles,California
1GKS1GEJ3DR736520,Bil Crickmer,Fresno,California
4T1BF3EK8AU808301,Benedict McKeurton,Dayton,Ohio
KMHDB8AE6CU577404,Darlleen Everal,Lynn,Massachusetts
1G4GG5G39DF507307,Issi Dancy,Houston,Texas
WAUGGAFR1DA328398,Yoshiko Swalwell,San Bernardino,California
1FTNX2A56AE933684,Patrice Quernel,Denver,Colorado
1GYS4DEF7CR478203,Ara Rudloff,Sunnyvale,California
WBA3T3C56F5005323,Chrysa Stubbeley,Stockton,California
2C4RDGEG9FR114796,Osbert Fick,Buffalo,New York
WVGEF9BP2FD104585,Jamey Olexa,Washington,District of Columbia
WBA4C9C53FD550053,Anny Benoix,Harrisburg,Pennsylvania
WVWGU9ANXBE030758,Leshia Blanque,Charlotte,North Carolina
SAJWA2GZ2E8738447,Lucho Nourse,San Jose,California
2G61U5S37D9283170,Cyndi Baysting,New York City,New York
WBAEN33422P673063,L;urette Beahan,Columbia,South Carolina
3VWML7AJ3EM359031,Michell Wyld,Indianapolis,Indiana
1G6DZ67A080379184,Emmerich Siman,Moreno Valley,California
JTHBE1D25E5072347,Viole Northleigh,Honolulu,Hawaii
WVGAV7AX6BW525506,Marlane Estoile,San Francisco,California
1G6DM1E39C0304725,Juli Hannigan,Denton,Texas
5N1AZ2MH5FN204273,Ross Woodus,Panama City,Florida
1HGCR6F54FA322427,Thurston Greenroad,Richmond,Virginia
1D7RB1CP8AS463550,Gabbey Thaxton,Atlanta,Georgia
WBA3A5G51DN941133,Grata Coche,Tulsa,Oklahoma
KL4CJDSB4FB719162,Ellen Varvell,Laredo,Texas
19UYA42663A630243,Clair Gauvain,North Little Rock,Arkansas
1FMJK1JT4FE583724,Randall Mowsdill,West Hartford,Connecticut
1G4PT5SVXE4160071,Vilma Lead,Louisville,Kentucky
WAUJT58E44A317589,Chaim Santino,Hampton,Virginia
