mail	montant	date	heure
dtealep2@blogs.com	$577.89	04/04/21	10:25:11
edreweryp3@chron.com	$51.72	16/03/21	19:47:37
csurgisonp4@salon.com	$556.54	18/02/21	13:06:49
dbassinghamp5@webeden.co.uk	$118.80	27/03/21	07:53:52
emuzzinip6@dailymail.co.uk	$592.67	24/01/21	19:25:40
rcorteneyp7@macromedia.com	$162.70	05/03/21	06:27:12
rvynollp8@oakley.com	$547.38	16/01/21	12:25:47
btaffsp9@yellowbook.com	$497.73	23/02/21	13:45:46
pmagorpa@ed.gov	$572.54	14/01/21	16:11:05
dlowderpb@globo.com	$179.29	24/02/21	09:49:58
sdumingospc@cnbc.com	$572.73	23/02/21	06:19:45
mtripeanpd@examiner.com	$579.70	29/03/21	06:29:11
scolquhounpe@ustream.tv	$690.44	05/01/21	15:27:42
tmcenhillpf@ovh.net	$796.07	21/02/21	04:26:31
breolfopg@si.edu	$656.08	20/02/21	21:00:32
britchleyph@guardian.co.uk	$625.29	01/04/21	19:08:29
bfelthampi@so-net.ne.jp	$567.63	06/02/21	18:46:58
jtweedellpj@hubpages.com	$294.70	11/02/21	13:53:44
rbulfordpk@constantcontact.com	$98.19	25/01/21	08:33:12
mpetraitispl@icq.com	$776.27	28/03/21	12:57:46
nchamleypm@abc.net.au	$565.51	07/01/21	13:24:29
ztremaynepn@plala.or.jp	$99.97	10/01/21	08:05:45
nvannpo@wordpress.com	$575.45	02/01/21	16:39:28
nomearapp@alibaba.com	$121.00	09/01/21	14:50:38
nkollaschekpq@blogspot.com	$632.58	24/02/21	15:50:53
frosenwasserpr@businessinsider.com	$516.25	06/04/21	06:56:34
abattingps@fotki.com	$42.57	10/03/21	05:56:06
bbatchelarpt@1und1.de	$654.78	08/04/21	16:44:17
cbendinpu@e-recht24.de	$129.97	20/03/21	04:10:15
pmarfieldpv@zimbio.com	$395.52	05/04/21	09:21:19
jmcadampw@rambler.ru	$24.19	12/03/21	09:09:16
tshewardpx@1688.com	$204.56	20/02/21	08:19:08
pwedmorepy@boston.com	$620.42	27/02/21	23:17:17
fgannicottpz@census.gov	$470.19	09/01/21	22:06:24
hmcgownq0@dailymail.co.uk	$400.51	06/04/21	06:00:47
slakelandq1@feedburner.com	$672.18	29/01/21	17:50:10
jiveaghq2@discuz.net	$760.13	26/03/21	23:41:42
psullyq3@wisc.edu	$514.36	09/01/21	22:01:14
mspurlingq4@51.la	$113.41	14/01/21	09:24:14
sgerlerq5@nydailynews.com	$226.21	19/01/21	13:57:08
zstandonq6@netvibes.com	$537.08	09/02/21	13:18:00
jlightbournq7@patch.com	$695.37	03/01/21	06:43:45
hmehewq8@tinyurl.com	$632.85	04/02/21	08:23:21
dratterq9@flickr.com	$79.93	11/01/21	08:48:18
zneasamqa@craigslist.org	$771.86	01/03/21	12:10:38
bconstantineqb@redcross.org	$526.14	02/01/21	21:08:04
nhelstromqc@nytimes.com	$415.31	06/03/21	05:20:08
mmaidmentqd@lulu.com	$324.36	08/01/21	21:55:55
tniessqe@meetup.com	$700.23	27/03/21	18:45:41
pwhitelandqf@instagram.com	$157.61	19/01/21	06:03:18
lkonnekeqg@amazon.co.uk	$430.06	04/01/21	12:17:52
aoliphantqh@1688.com	$568.40	11/03/21	14:34:08
ldowallqi@moonfruit.com	$231.28	06/02/21	08:14:59
dskippenqj@surveymonkey.com	$520.35	07/04/21	08:18:34
gdomeniciqk@hc360.com	$260.26	17/01/21	04:51:52
spapenql@livejournal.com	$329.61	02/01/21	21:23:03
dtelfordqm@mapquest.com	$256.42	28/03/21	22:12:48
gpallaschqn@dropbox.com	$297.43	07/04/21	09:16:51
jsuddockqo@wikispaces.com	$344.93	05/04/21	13:56:39
dbointonqp@army.mil	$515.72	15/03/21	07:08:52
arobjohnsqq@yelp.com	$326.12	06/01/21	09:01:19
srosenwaldqr@cbslocal.com	$287.32	23/02/21	14:07:29
ramyqs@icq.com	$39.32	26/01/21	10:32:41
bpegdenqt@cargocollective.com	$588.74	06/04/21	04:16:40
cnellerqu@soundcloud.com	$586.73	14/01/21	05:44:28
crobeyqv@tripadvisor.com	$201.67	27/03/21	04:39:06
fguyonneauqw@wufoo.com	$216.90	11/02/21	11:51:33
rlavielleqx@squidoo.com	$165.54	23/02/21	21:37:37
jlangfieldqy@china.com.cn	$314.45	16/02/21	15:15:24
mshekleqz@shutterfly.com	$674.43	03/03/21	20:03:43
vhayr0@discuz.net	$242.14	14/01/21	06:33:13
vatleer1@indiegogo.com	$326.81	11/02/21	11:38:06
aodochertyr2@slashdot.org	$266.36	25/02/21	12:01:45
proddier3@discovery.com	$524.21	23/01/21	12:02:33
bbourr4@go.com	$762.60	23/03/21	20:24:58
jfritchleyr5@adobe.com	$451.74	26/01/21	05:18:06
kackeroydr6@theguardian.com	$674.93	03/03/21	18:21:01
jantukr7@google.es	$204.43	12/02/21	09:36:11
plecornur8@youtube.com	$421.30	03/01/21	05:46:22
ldeggr9@woothemes.com	$514.44	24/03/21	04:57:42
bhardingra@springer.com	$660.64	13/03/21	17:41:56
agaryrb@soundcloud.com	$649.87	15/01/21	14:36:06
mrustonrc@biglobe.ne.jp	$35.64	22/01/21	19:31:58
apraundlinrd@parallels.com	$166.11	14/03/21	09:10:36
mpieruccire@scientificamerican.com	$345.84	15/03/21	06:56:22
lbenjefieldrf@state.tx.us	$432.05	03/01/21	12:47:08
sturleyrg@delicious.com	$797.83	02/04/21	21:50:49
tcongramrh@usgs.gov	$792.84	05/04/21	07:51:24
tjouhanri@friendfeed.com	$729.14	21/01/21	10:01:43
rashfordrj@canalblog.com	$512.27	21/03/21	07:31:22
vpeaplerk@ameblo.jp	$786.12	11/01/21	19:45:24
vwoollcottrl@dailymotion.com	$516.33	14/01/21	09:00:55
fmarquotrm@wikispaces.com	$335.14	14/03/21	06:44:45
kdudnyrn@yellowbook.com	$664.77	03/03/21	21:57:29
ademangeotro@nifty.com	$78.94	14/02/21	15:56:56
egiblingrp@wiley.com	$480.67	05/02/21	11:48:54
dbyerrq@nytimes.com	$492.78	25/01/21	10:48:14
mteggartrr@cdbaby.com	$358.45	29/01/21	12:58:34
