vin,nom,ville,etat
3VW1K7AJXFM082174,Jennie Clemenson,Charlotte,North Carolina
SCFAD02A37G483078,Yovonnda Caldaro,White Plains,New York
WBS3R9C51FK041757,Jenica Redparth,El Paso,Texas
WAULT58E62A387018,Germaine Janik,Las Vegas,Nevada
1G6DL67A190272065,Wilden Willerson,New York City,New York
WA1WMAFE8CD012993,Irwinn Buntine,San Antonio,Texas
1N6BF0KM9FN094976,Kori Braisher,Charleston,South Carolina
1G6AA5RA9D0780678,Silvia Slevin,Omaha,Nebraska
WAUGN94F69N551209,Griffin Whitham,Peoria,Illinois
WBA3A9C53EK774418,Colan Treagus,Sterling,Virginia
JTMHY7AJ6F4480736,Mill D'Antonio,Decatur,Illinois
WAUAF98E05A556590,Wandie Spring,Saint Paul,Minnesota
JTDBT4K30A1010165,Kienan Rubinov,Salt Lake City,Utah
5FNRL5H23FB503341,Creight Akerman,Naples,Florida
1N6AF0KX4FN804369,Ambrosio Pavek,Sioux Falls,South Dakota
WBA3T3C59EP107301,Mary Pinxton,Cincinnati,Ohio
WAUKGAFB3AN081600,Nerty Marrett,Jacksonville,Florida
1C3CCBCB3CN265441,Fernandina Dietz,Johnson City,Tennessee
WAUKFBFLXCN619052,Ranice Jesper,Portsmouth,Virginia
2HNYD18643H074747,Temple Baterip,Washington,District of Columbia
WAUKH98E26A600444,Weber Borrell,Homestead,Florida
5FRYD3H49GB832916,Charlie Bradnum,Jacksonville,Florida
WAUDF68E75A573236,Jayme Hayball,Houston,Texas
YV126MFC8F2041306,Eddie Schapero,Kansas City,Missouri
WAUVT64B34N065118,Cordey Slesser,Memphis,Tennessee
WAUEH54B71N342280,Ami Frood,Philadelphia,Pennsylvania
SALAB2V66FA011457,Karim Michelin,Bronx,New York
1FTMF1CW1AK853208,Laurice Place,Fort Worth,Texas
5J6TF2H57FL118829,Oliver Finley,Young America,Minnesota
KNADM4A31C6835349,Orville Kadwallider,Memphis,Tennessee
WAUSF98E98A281200,Chickie McEachern,Seattle,Washington
1G6DS5E32D0244947,Ara Rudloff,Sunnyvale,California
JH4DC23931S479324,Stearne Inchbald,Albany,New York
1C6RD6MT5CS547512,Benjamen Boldison,San Antonio,Texas
WBAUT9C57BA082159,Nealson Dunlea,Evansville,Indiana
WBAVC53508F732958,Gennie Talks,Amarillo,Texas
1G6AZ5SX9F0396670,Madelaine Moffat,Tucson,Arizona
1GKMCCE39AR751791,Raine Woodstock,Austin,Texas
WA1WYBFE3AD807151,Cort Bishell,Dallas,Texas
WBAVC53558A000337,Fran Alentyev,Cedar Rapids,Iowa
WBADX7C55DJ865590,Griffin Hurford,Asheville,North Carolina
3C3CFFAR5ET829494,Zollie Swindley,Orlando,Florida
1C3CCBBB2EN388023,Ora Wayman,Sacramento,California
2G4WD532051654724,Garfield Howen,Atlanta,Georgia
WAUDH98E08A943412,Rochell McKenna,Montgomery,Alabama
WBANA53534B472143,Drew Bigham,Pittsburgh,Pennsylvania
1G6DW677450354538,Jessie Iacomo,Milwaukee,Wisconsin
1G4GB5GR8EF663200,Bronnie le Keux,New Orleans,Louisiana
19UUB3F53FA737472,Eveleen Mitchely,Oakland,California
JH4CL95935C376678,Corny Kintish,Saint Louis,Missouri
WBAPK5C56BF224108,Ralph Rockall,Washington,District of Columbia
5TDBM5G17CS478460,Boycey Groneway,Kansas City,Missouri
WAUYP64B51N344891,Towny Baldrick,Albany,New York
WDDEJ7KB9AA311695,Joel Aaronsohn,Louisville,Kentucky
1N6AF0KY1FN104527,Michaella Aldersey,Burbank,California
WBABD33496P242120,Kerwinn Simionescu,Scranton,Pennsylvania
JN8AZ2NC8B9977396,Nisse Reyne,Dallas,Texas
1G6DS5EVXA0227570,Abe Beebis,Young America,Minnesota
SCBCP73W09C788701,Willem Lawes,Charlottesville,Virginia
1G6DP1E38D0075852,Jermayne Stroobant,Columbia,South Carolina
JH4KB2F55BC935502,Inglis Mallebone,Saint Paul,Minnesota
WA1EV74L68D850119,Peri Flecknell,Memphis,Tennessee
WA1CFAFP3EA372398,Joyous Paulsen,Carol Stream,Illinois
4T3BA3BB7DU671270,Lorine Blaxlande,Columbus,Ohio
YV440MBM1F1411626,Allene Czaja,Allentown,Pennsylvania
KMHFG4JG9FA955757,Minor Schulkins,Wichita,Kansas
SCFBF03B07G994608,Jenica Tuer,Norcross,Georgia
WVGAV7AX4AW058326,Leonora Marie,Dallas,Texas
SCFEBBAC1AG168504,Cherish Barkley,Tacoma,Washington
4A31K2DF4CE612473,Clarinda Boutcher,Salem,Oregon
WBA3C3G50EN520889,Nannette Rolstone,Providence,Rhode Island
3GYFNKE65BS448468,Thorstein Streat,Chattanooga,Tennessee
WAU4FAFL7BA570529,Marcie Kacheler,Jackson,Mississippi
1GTN1TEH1FZ256557,Cyndi Baysting,New York City,New York
5XYKT3A19CG673618,Ara Rudloff,Sunnyvale,California
WAUFFAFL9FA246075,Mike Seely,Portland,Maine
SAJWA4DC7CM754756,Clerissa Heinreich,Omaha,Nebraska
YV140MAB2F1851335,Benoit Arton,Grand Junction,Colorado
2T1KE4EE0BC691125,Kellen Brannan,Saint Petersburg,Florida
5TDDK3DC4ES754301,Elene Newbatt,Frankfort,Kentucky
3GTXKYEJ7AG026665,Abbye Earney,Salt Lake City,Utah
JHMFA3F26BS978798,Frederic Mobberley,Chattanooga,Tennessee
JH4DB75531S575495,Babs Anstis,Las Vegas,Nevada
JM1NC2PF3F0678852,Phylys Skillington,Albuquerque,New Mexico
KMHHT6KD0DU514566,Clayton Gillman,Huntsville,Alabama
SALGS2EF7EA739569,Gregorio Heald,San Jose,California
WAUGGBFC5CN435463,Marin Youthed,Flint,Michigan
5XYKT3A60EG009562,Andra Kilpin,Albany,Georgia
WBA5A5C57FD091614,Merill Burchess,Washington,District of Columbia
JH4CU26699C312739,Magdalene Wooder,Saint Paul,Minnesota
5UMDU93446L719330,Susanne Elfe,Nashville,Tennessee
3D7JB1EP1AG223936,Inness Blaxley,Las Vegas,Nevada
1FA6P0G74E5650166,Elsinore Aylett,Birmingham,Alabama
1N6BF0KM8FN913959,Veronike Dibbert,West Hartford,Connecticut
WAUMFAFH5FN142078,Brendan Esseby,Boston,Massachusetts
WAU3GAFD0FN438180,Florian Crease,Albuquerque,New Mexico
3D73M3CL5AG468818,Susann Player,Ogden,Utah
3C3CFFER8DT832320,Eldin Allcroft,Las Vegas,Nevada
1G6KP5ES5BU634057,Koo Capaldo,Fredericksburg,Virginia
3VW507AT1FM028254,Quintana Cotte,Alexandria,Virginia
KNAFT4A20B5311519,Eveleen Mitchely,Oakland,California
JTJHY7AX0D4937443,Shea Lympany,Youngstown,Ohio
WBAYF8C57DD111132,Maddi Tebald,Montgomery,Alabama
5N1CR2MM6EC444240,Cristal Ellicott,Savannah,Georgia
WAUAF78E26A581240,Riane Tuffey,Wichita Falls,Texas
2C3CDXBG9CH172942,Kristos Hefferon,Largo,Florida
WAU4FBFL6CA044030,Giavani Upwood,Huntsville,Alabama
KMHHT6KD6CU370357,Samaria Ulyat,Tampa,Florida
WBAVT13566K975428,Jerrie Last,Palmdale,California
WAUMV94E68N591234,Price McKeurtan,Hartford,Connecticut
WAUMF78K29N853138,Ade Corragan,Carson City,Nevada
JN1BV7AP2FM667834,Celestine Yate,Shreveport,Louisiana
WA1YD54B92N131105,Brigit Cripps,Houston,Texas
SCBCR7ZA1AC604439,Caralie Caplis,Cincinnati,Ohio
WVWED7AJ8BW668462,Minnaminnie Dusting,Phoenix,Arizona
3VW517AT3FM680967,Giffy Orwin,Sioux Falls,South Dakota
1G6AV5S84E0891930,Sollie Godmer,Charlotte,North Carolina
WAUMFAFL2DA253549,Tymon Lohde,New Orleans,Louisiana
WBA3N7C5XEK865050,Gunilla Hessing,Mobile,Alabama
5N1AA0NCXBN145844,Katti Markson,Melbourne,Florida
SAJWJ0FF9F8320190,Halimeda De Beneditti,Long Beach,California
WAUUL68E25A553968,Tarrah Bril,Sarasota,Florida
19UUA66225A032476,Angelique Marsters,San Francisco,California
2G4GS5ERXD9511414,Josi Toft,Pompano Beach,Florida
JN8AF5MR7CT369955,Marlena Axelby,Washington,District of Columbia
1G6DP577X60205706,Web Liggens,Denver,Colorado
2G4GS5EV2C9544421,Marlene Aronin,Tacoma,Washington
5N1AA0ND6EN851710,Colman Hardwich,Chicago,Illinois
WBADS43442G576957,Keenan Klouz,Springfield,Massachusetts
WBADN53411G947312,Jimmy Richardot,Pittsburgh,Pennsylvania
KNAFX5A80E5992171,Rheba Claricoats,Sacramento,California
WAURD68D62A498737,Dallas Carde,Newark,New Jersey
1C6RD6LP3CS066372,Skip Peinton,Akron,Ohio
WBAAV53471J642340,Baudoin Astall,Tampa,Florida
1ZVBP8JZ0D5553902,Caty O'Shirine,Amarillo,Texas
3D7TT2HT1BG107321,Cati Murrells,Brockton,Massachusetts
3C63DPBL3CG253306,Conrad de Keep,Minneapolis,Minnesota
WBAFZ9C58DD352217,Ardis Baterip,Boise,Idaho
KMHDB8AE6BU045875,Conant Cleminshaw,Pasadena,California
3C4PDCAB6CT218567,Dominik Sinncock,Peoria,Illinois
1FTMF1E85AF041546,Theo Hexum,Trenton,New Jersey
JH4CU2F8XDC441552,Jaymie Ferre,San Diego,California
WAUBGAFBXBN515576,Clary Stork,Littleton,Colorado
KNAFK4A68F5837733,Ferdinand Archbould,Oklahoma City,Oklahoma
19UYA41673A814513,Madelaine Westcar,Lexington,Kentucky
WBA3T1C56FP461234,Miguelita Penketh,Tampa,Florida
5GADX33L46D068860,Zedekiah Wreight,Boise,Idaho
1FTEW1CM2CF865656,Trevor Wigley,Palmdale,California
JN1AZ4EH5CM215289,Britteny Leahy,Garden Grove,California
3GYFNKE42AS766853,Alyss Adamsky,Fort Worth,Texas
JN1CV6EK3CM622653,Marcie Kacheler,Jackson,Mississippi
KNDJN2A22E7883955,Linet Sinisbury,Baton Rouge,Louisiana
5GAKVBED4CJ460702,Carling Fludgate,Richmond,Virginia
SCBDP3ZA5BC206056,Ora Wayman,Sacramento,California
3N1AB6AP0AL053169,Krissy Carslake,Independence,Missouri
JN8AZ1MU8DW568484,Clemmie Calan,Springfield,Illinois
WAUVT58E73A569207,Gladys Gai,El Paso,Texas
5N1AT2ML9FC203693,Conn Parysiak,Spartanburg,South Carolina
1G6DL5E3XD0926391,Darla Raoux,San Jose,California
WAUHF78P09A574078,Anders Shirley,Lexington,Kentucky
JM3TB2CA5D0234395,Mimi Mapes,Norfolk,Virginia
1G4HR54K144720774,Antonie Ovey,Milwaukee,Wisconsin
4USBT33474L319572,Ingra Batistelli,Idaho Falls,Idaho
5TFCY5F19BX332340,Marchelle Blaszczynski,Glendale,Arizona
WBANV13598B146530,Terrence Waymont,Tucson,Arizona
3D7TP2HTXAG567256,Ignazio Booth-Jarvis,Oklahoma City,Oklahoma
WBAVC53587A005675,Donni Di Domenico,Amarillo,Texas
SCBCR63W06C619102,Tucky Tedstone,Dallas,Texas
SCBFR7ZA3DC854900,Calvin Furst,Fayetteville,North Carolina
WAUVFAFH6BN193281,El Phythien,Indianapolis,Indiana
WBAUP3C59BV695927,Sibbie Giottoi,Wichita,Kansas
WAUJT58E43A780637,Herman Pilbeam,Houston,Texas
1GD022CG8CZ445144,Gilburt Bartolini,Fort Pierce,Florida
KNADH4A34B6893684,Celene Grigorian,Pensacola,Florida
YV440MBD1F1156797,Halie Maddocks,Tucson,Arizona
1G4GD5GG3AF482654,Doug Howsden,Portland,Maine
2C3CCAJT7CH483185,Lenna Coventon,Sarasota,Florida
1G6DG5E52D0329645,Reeva Hutcheon,Birmingham,Alabama
WAUNF98P76A146261,Linnell Garretts,Washington,District of Columbia
5UXZV4C58CL234668,Janie Bursnell,Los Angeles,California
WBA1F9C59FV352615,Felecia Antunez,Jacksonville,Florida
TRUTC28N811248868,Bondy Bigham,Milwaukee,Wisconsin
JH4CU2F48EC860885,Homere Drever,Garland,Texas
WAUAT48H75K730137,Peter Tuckwell,Harrisburg,Pennsylvania
1D4PU5GK6AW572392,Niccolo Johnikin,Atlanta,Georgia
3GYFK52299G439734,Skip Peinton,Akron,Ohio
3VW517AT2FM014263,Orel Sharplin,Canton,Ohio
WAUEG94F86N344351,Alana Pullin,Newark,Delaware
KMHHT6KD0CU750990,Vicky Signorelli,Denver,Colorado
WA1YL64B35N969837,Elihu Potter,Santa Ana,California
1FM5K7B84FG623061,Cecilius Elph,Boynton Beach,Florida
WVGAV7AX6CW796373,Eldin Allcroft,Las Vegas,Nevada
1G6AH5R32E0647078,Paloma Ryding,New Orleans,Louisiana
TRUTC28NX41770972,El Phythien,Indianapolis,Indiana
3VWKX7AJ6AM375181,Nevins Hedlestone,Oceanside,California
WBAPH5G51BN322591,Dyna McCullough,Vero Beach,Florida
1G6DX67D960164402,Laural Figgess,Great Neck,New York
KL4CJCSB0FB972084,Eveline Connolly,Grand Junction,Colorado
WAUKG68E95A659460,Kingsley Keenlyside,Albany,New York
2D4RN3D17AR527850,Carry Farris,Colorado Springs,Colorado
5N1AT2MK8FC082291,Nikolas Stert,Roanoke,Virginia
ZFBCFABH1EZ718635,Laural Figgess,Great Neck,New York
1GYFC13299R821881,Lanie Finch,Bakersfield,California
KM8NU4CC1BU425970,Cindie Condon,Miami,Florida
JA4AS2AW0AZ388111,Tanhya Marchello,New York City,New York
1C3CDFAA1FD520712,Hedda Cracknall,Houston,Texas
3VWF17AT6FM166101,Dael Gong,Shawnee Mission,Kansas
19UUB2F72FA445629,Amalie Bubbear,Orlando,Florida
1G6DV8EP9B0183413,Nola Storm,Miami,Florida
WBAPL3C50AA256551,Hildy Le Conte,Seattle,Washington
1FTWF3D57AE758418,Rawley McGoogan,El Paso,Texas
JN1AZ4EHXDM386220,Elsinore Aylett,Birmingham,Alabama
5N1AN0NW6FN838656,Karina Brahms,Richmond,Virginia
WBAEV33445K678301,Prinz O'Nions,Temple,Texas
WVWDB7AJ6EW022620,Almeria Lune,San Antonio,Texas
KNADM5A3XF6294280,Margarette Beardwell,Grand Forks,North Dakota
1G4HP572X7U403582,Pail Broady,Huntington Beach,California
3VWML7AJ9CM693772,Malina Martynov,Columbus,Ohio
JM1DE1KY1C0539744,Cybill Haveline,Portland,Oregon
WAUHFAFL4DN137344,Shirlee Brugden,Reston,Virginia
WA1YD54B53N025672,Derk Ericssen,Savannah,Georgia
1G6AF5SX2E0124047,Cazzie Muddiman,Washington,District of Columbia
2T1KU4EE5DC141280,Hyacinth Ivimy,Pomona,California
3VWF17AT8FM491378,Renault Burkert,Daytona Beach,Florida
JN1CV6APXDM891459,Nannette Rolstone,Providence,Rhode Island
19UUA8F57DA767796,Nathalia Kennedy,Annapolis,Maryland
1G6D25EY2B0288553,Thorvald Jollands,Bronx,New York
JN8AF5MR3ET254837,Chloe Kermott,Richmond,California
5J8TB4H57GL173877,Rice Commusso,Monticello,Minnesota
WBAEW53423P886668,Sheryl Grinishin,Las Vegas,Nevada
3D7TP2CT6BG949583,Shanan Richel,Aurora,Colorado
JHMZE2H71ES818692,Miles Ales,Orlando,Florida
1D4PU5GK1BW245142,Lauraine Ede,Huntsville,Alabama
1N6BF0KL9FN457719,Egan Willmore,Cleveland,Ohio
SALVP2BG2FH965274,Ora Wayman,Sacramento,California
WAUGF78K99A769676,Victoria Warboy,Littleton,Colorado
3LN6L2LU0ER760301,Hillary Dikels,Honolulu,Hawaii
5N1AR1NB2AC590711,Cleveland Ager,San Antonio,Texas
2G61L5S3XF9773978,Jamey Olexa,Washington,District of Columbia
1G6DM8E39D0408853,Rosie Corps,Salt Lake City,Utah
WBAUP73588V489997,Opalina Saul,Saint Cloud,Minnesota
WBA3F9C51EF959125,Kasper Rigmond,Washington,District of Columbia
1D7CW5GK6AS127895,Janek Strowlger,Saint Augustine,Florida
1GTPCTEX2AZ575517,Bobby Blaszkiewicz,Spring Hill,Florida
SCBZB25E92C409779,Dexter Embleton,Brockton,Massachusetts
WBSBR93442E385997,Windham Biasioni,Oceanside,California
JTDBT4K35B1592104,Maddi Tebald,Montgomery,Alabama
KNADM4A32D6396194,Kennan Driuzzi,Norwalk,Connecticut
WAUVT68E35A565079,Cinnamon MacComiskey,Tampa,Florida
2B3CM5CT4BH506497,Diane-marie Sheer,Davenport,Iowa
WBADX7C54CE666098,Molli Flasby,Inglewood,California
WAULD54B22N003799,Grover Stobo,Philadelphia,Pennsylvania
1G6DG8EY7B0343596,Hall Stafford,Glendale,California
19UUA9F77DA368331,Fifi Overington,Pensacola,Florida
2C3CDZFJ7FH633173,Susanne Elfe,Nashville,Tennessee
WAUCFAFH9AN734362,Raymund Balcers,Santa Rosa,California
5UXWX7C59BL692300,Gilbertine Winning,Harrisburg,Pennsylvania
1GD022CG7CZ946882,Virgil Swinerd,Bakersfield,California
SALGS2TF6FA007423,Michaela Cockland,Gaithersburg,Maryland
SCBFR7ZA5CC423165,Paddy Spikeings,Orange,California
WAUHFAFL6AA763593,Wenonah Bruhnicke,Lexington,Kentucky
1G6AT5S31E0331972,Hurleigh Dowker,Pensacola,Florida
1G4CW54K834323371,Christoforo Surcombe,Huntington,West Virginia
SCFFDAAE2BG939905,Page McKune,Reno,Nevada
JA4AP3AU7CZ918857,Jarrad Minifie,Cincinnati,Ohio
SAJWA4FB7CL638824,Pooh Phair,Metairie,Louisiana
WAUEL74F15N777363,Kasper Barracks,West Palm Beach,Florida
2T1BURHE4FC032532,Karlik Dabbs,Little Rock,Arkansas
1N6AA0CC0AN198426,Zachariah Fullman,Corona,California
WBAPK5G53BN165745,Mada Harnell,Dayton,Ohio
3D7JV1EP5BG255085,Skyler Eminson,Bronx,New York
1GD21ZCG6CZ558787,Cale Truitt,Salt Lake City,Utah
19UUA76648A949710,Cindie Condon,Miami,Florida
WBABN33413P997190,Kylila Riddiford,Washington,District of Columbia
1FTWX3D59AE080316,Niko McLarens,Saint Joseph,Missouri
5J6TF3H30CL513306,Nollie Faughey,Orlando,Florida
5N1BA0NE8FN495548,Coral Coxhead,Jackson,Mississippi
1FTEX1CMXDK224731,Maddie Dubs,Pompano Beach,Florida
WAUEH98E17A297610,Doug Howsden,Portland,Maine
JN8AE2KP3C9053341,Donia Hawgood,Montgomery,Alabama
1GYS4BEF7CR825808,Dot Staniforth,South Bend,Indiana
WAUJC68E25A924548,Dynah Pink,Fort Worth,Texas
KMHHT6KD2EU772217,Pierce Hinstridge,Fort Lauderdale,Florida
KMHDB8AE3AU560069,Adria Zanetti,Norfolk,Virginia
2FMGK5CC6AB694908,Lelah Beecham,Columbus,Ohio
3VWML7AJ8DM117768,Lanette Gherardelli,Greenville,South Carolina
WUAW2AFC8FN665643,Berenice Antalffy,Provo,Utah
3N1AB7AP6FY968110,Nicki Blackstock,Jacksonville,Florida
WAULT68E55A739841,Layney Trembley,Springfield,Massachusetts
WBAEJ13412A043716,Beatriz Bysshe,Santa Clara,California
1G4CW54K824646141,Leroi Guyet,Chicago,Illinois
WAUXD68D52A914638,Nichols Keeri,Louisville,Kentucky
WBANW13528C741615,Robinia Piddocke,Glendale,California
TRUUT28N721090500,Padgett Sparks,Chicago,Illinois
2GKALMEK6D6984365,Fremont Durgan,San Jose,California
WBADX7C58BE300580,Tory Dilks,Fort Lauderdale,Florida
WAUBFAFL7BA515392,Corina Fernyhough,Richmond,Virginia
WBAPH5G53AN583803,Diarmid Angier,Dallas,Texas
KNAFU6A28B5216330,Katuscha Duesberry,New Haven,Connecticut
5GAKVCED6CJ753698,Cob Arnaudi,Lehigh Acres,Florida
SCBDC4BL6AC692288,Kania Winsor,Alpharetta,Georgia
WA1CGAFE8CD234654,Pierce Paddingdon,Madison,Wisconsin
1G6DD1E30E0022959,Jayme Hayball,Houston,Texas
1C4PJLAB3EW166501,Randall Mowsdill,West Hartford,Connecticut
SALWR2VF8FA694408,Kristy Cumo,Austin,Texas
2C3CDXHG5EH272708,Ingeberg Caines,Tuscaloosa,Alabama
WAUVC68E72A565775,Vinson Heffer,Newark,New Jersey
1G6DS57V790005271,Stephan Barbara,Chicago,Illinois
5UXFA93535L532480,Teodor Hulett,Oklahoma City,Oklahoma
1FBNE3BL7AD042337,Jane Lockie,Wilmington,Delaware
3VWKX7AJ1AM703509,Coleman Aloigi,Springfield,Illinois
SCFFBCCD7BG129921,Aime Mobberley,Chicago,Illinois
WBAEN33423P090526,Jane Lockie,Wilmington,Delaware
SALAG2D44AA594864,Alfred Kirkham,Los Angeles,California
WAU4FBFL0CA540022,Elenore Jakov,Chattanooga,Tennessee
2B3CJ7DJ2BH591633,Lela Pere,Albuquerque,New Mexico
VNKKTUD34FA536035,Harry Bythell,Knoxville,Tennessee
SCFBF04B48G568890,Moses Snowden,Indianapolis,Indiana
WVGAV7AX7FW093496,Sella Leicester,Winston Salem,North Carolina
WAUHF98P09A010345,Lark Hewkin,Scottsdale,Arizona
1G4GH5E39DF967499,Peggy Beall,Camden,New Jersey
5N1AN0NWXEN677954,Brigida Hillborne,San Jose,California
WAUWFAFH5CN625591,Dinah Kitter,San Jose,California
3GTU2YEJ6BG039170,Dina Braunston,Sacramento,California
3VWJP7AT7CM881618,Christoper Tumelty,Pasadena,California
SCBZB25E21C009464,Ennis Hammett,Fort Wayne,Indiana
JN8AE2KP1F9059076,Nomi Knappen,Birmingham,Alabama
WP1AA2A23BL972007,Abraham Stemson,Denver,Colorado
SAJWJ2GD9F8385095,Menard Searston,Huntsville,Alabama
TRUUT28N031939352,Opalina Saul,Saint Cloud,Minnesota
JH4CU2E6XBC864175,Way Taphouse,Riverside,California
SCBFH7ZA3FC771781,Issy Elleyne,Wilmington,North Carolina
YV440MBD5F1361782,Louis Sonier,Cincinnati,Ohio
WAUDH78E86A171243,Agretha Shalloe,Toledo,Ohio
WAUWFBFL3BA553709,Terence Sundin,Metairie,Louisiana
WBAUN7C5XDV594220,Pris Sivil,Springfield,Missouri
WAUDG94F46N319443,Cristine Sacaze,San Diego,California
1N4AA5AP3BC044849,Donetta Cheetham,Birmingham,Alabama
5N1AN0NW9FN049174,Donavon Mealiffe,Fort Wayne,Indiana
WA1CMBFP2FA488706,Konrad Sennett,Topeka,Kansas
WAUBF78E26A186768,Cybill Haveline,Portland,Oregon
2FMHK6DT3AB921870,Arlan Borrell,Clearwater,Florida
WBA3B3C55FF449001,Kliment De Blasio,Orlando,Florida
WAUKH78E56A251915,Moses Snowden,Indianapolis,Indiana
1G4HF57938U578483,Kalle Greystoke,Van Nuys,California
WAUAH78E16A684546,Abraham Stemson,Denver,Colorado
JH4CU2F63AC470725,Goddart Lyokhin,Flushing,New York
1D7RE3GK3AS439433,Ellen Varvell,Laredo,Texas
WVGEP9BP3FD320491,Kate Childes,Washington,District of Columbia
5N1AN0NU8FN168350,Rodney Busby,Sacramento,California
2LMDJ6JK2EB512463,Edwina Seabrook,Fort Smith,Arkansas
5XYKT3A60FG065972,West Gadsdon,Pittsburgh,Pennsylvania
WAUEFAFL5FN657347,Thalia Russi,Los Angeles,California
1G6AB5S39E0956865,Skip Peinton,Akron,Ohio
1G6DB8E54E0973200,Caralie Caplis,Cincinnati,Ohio
WBAKB8C54AC308522,Decca Mabee,Salt Lake City,Utah
WVGEF9BP0ED955024,Lamond MacDonough,Pensacola,Florida
2FMDK4KCXAB065442,Kesley Eldin,Minneapolis,Minnesota
1G6AL5S3XE0077792,Fawn Dudenie,Gatesville,Texas
3GYFK66N56G520073,Germaine Janik,Las Vegas,Nevada
WBAVA33508K798248,Ingeberg Caines,Tuscaloosa,Alabama
WA1AGBFE7CD777006,Terence Sundin,Metairie,Louisiana
YV126MED9F1092667,Lemmie Allawy,Rockford,Illinois
1C4PJLAB3FW829003,Kaylyn Menendes,Fresno,California
WAUPN94EX8N302384,Georgianna O'Loughane,Oakland,California
1C3CDZAB4CN360826,Kaja Cudby,New York City,New York
3C63D2CL9CG955874,Stephanus Slowan,Washington,District of Columbia
WDDGF5EB8AR165575,Gloriane Renforth,Charlotte,North Carolina
WAUEG74F76N990033,Orel Sharplin,Canton,Ohio
ZFBCFAAH7EZ229545,West McNay,San Antonio,Texas
3FA6P0LU5FR682909,Katti Markson,Melbourne,Florida
1G6DL8E31D0745469,Kitti Caught,Nashville,Tennessee
5UXWX7C58DL139706,Roxanna Agutter,Oklahoma City,Oklahoma
5YMGZ0C51D0712252,Jacques Anstiss,Washington,District of Columbia
WVGEG9BP3CD808514,Krishnah Bellwood,Dallas,Texas
WBA3N9C55EK350338,Lorne Hanham,Naples,Florida
3D4PG1FG2BT979310,Christabella Redgrave,Charlotte,North Carolina
WDDEJ7GB0DA620579,Gwen Petworth,Tulsa,Oklahoma
2T2BK1BA7AC616084,Winne Trickett,Newton,Massachusetts
KMHCT4AE6FU804774,Wye Leadbeater,Dallas,Texas
1G4HF5EM4AU409294,Sheelah Philippet,Hartford,Connecticut
JN8BS1MW1EM593587,Prue Duhig,Sacramento,California
3C4PDDEG6CT832336,Valene Goseling,Fairfield,Connecticut
1G6DC67A390557348,Selinda Grunnill,Topeka,Kansas
WBAXA5C56FD214215,Kora Potell,Des Moines,Iowa
3LNHL2GC3CR750272,Elsinore Borrett,Pittsburgh,Pennsylvania
JTDZN3EU6EJ099124,Tommie Matuszynski,Dallas,Texas
1G6DW677150116324,Lucho Nourse,San Jose,California
5GAER23778J024979,Thalia Russi,Los Angeles,California
WBAPH73569A146642,Alta Kilgrew,Jacksonville,Florida
WBADT63412C090204,Urban Vlasyev,Omaha,Nebraska
19XFB4F20EE704752,Vanny Joseff,Dearborn,Michigan
WAUWGAFC4FN020564,Josee O'Roan,Punta Gorda,Florida
JHMZF1C46BS770851,Freemon Pennycook,Canton,Ohio
WVWBB7AJ6DW167842,Byrom Danigel,Springfield,Illinois
WBA6B4C53DD868461,Berna Markovic,San Francisco,California
JH4KC1F73EC362502,Caro Miskimmon,Durham,North Carolina
1FTMF1EWXAF852578,Suzanna Orgel,Lancaster,Pennsylvania
5TFAW5F18FX458160,Gregorio Heald,San Jose,California
JM3ER2A59C0561715,Janie Dongate,Lynchburg,Virginia
WBAVM5C56EV247013,Barby Goracci,Syracuse,New York
1G4GL5E32CF298974,Corny O'Sheils,Dallas,Texas
5N1AA0NCXBN495698,L;urette Beahan,Columbia,South Carolina
5FNYF3H41FB817398,Carlene Stamp,Kansas City,Kansas
WDDNG7BBXAA890100,Claire Tonna,Albuquerque,New Mexico
5J8TB4H51EL363347,Tawsha Coath,Washington,District of Columbia
JTEBU5JR1E5278791,Ula Simmans,Bronx,New York
3D7TT2CT2AG127745,Alfred Kirkham,Los Angeles,California
1G6DV8EP5D0034189,Miguel Pittock,Detroit,Michigan
WBAUN7C50DV020399,Franciskus MacKilroe,Fort Worth,Texas
WAUKF78E85A647518,Winne Trickett,Newton,Massachusetts
4T1BF1FK2FU312663,Alvin Berntssen,Houston,Texas
JM1GJ1U55F1700784,Jamesy Steed,Sacramento,California
WAUHF78P46A254337,Shandeigh Westcarr,Colorado Springs,Colorado
KMHEC4A47FA314717,Stan Maharry,Akron,Ohio
5J8TB3H59GL979391,Ari Pittendreigh,Largo,Florida
4T1BF1FK1EU317383,Alfy Tallon,Akron,Ohio
1G4CU541654622986,Fanni Brigg,New York City,New York
ZHWGU5BZ9CL438862,Odetta O'Curneen,Albany,New York
WAUBF78E78A256798,Bond Challoner,Miami,Florida
1FBNE3BL0AD031941,Benoite Nind,Shawnee Mission,Kansas
JHMZF1C6XDS195965,Franklin Neilson,Houston,Texas
WAUKF98EX5A866105,Lexis McGlaughn,Pensacola,Florida
19UUB3F52FA881515,Berenice Antalffy,Provo,Utah
ML32A3HJ9EH907877,Willow McNern,Fort Lauderdale,Florida
JTHBL5EF6F5976014,Julita Atwool,Hialeah,Florida
WAUHFAFL6AN663194,Quillan Hover,San Diego,California
4T1BF1FK4FU168713,Portia Robson,Santa Monica,California
